Year,EmployerName,Salary
2013,Abraxis Charter,39494.666666666664
2013,Academy for Academic Excellence,48436.90410958904
2013,Acalanes Union High,65524.98837209302
2013,Accelerated,40962.59459459459
2013,Accelerated Achievement Academy,32353.11111111111
2013,ACE Charter High,23787.625
2013,AIMS College Prep High,18751.722222222223
2013,AIMS College Prep Middle,16674.04
2013,Alameda Unified,45733.27698863636
2013,Albany City Unified,42261.131386861314
2013,Alexander Valley Union Elementary,22034.083333333332
2013,Alhambra Unified,55788.741798941795
2013,Alliance Christie O'Donovan Middle Academy,41047.44
2013,Alliance Cindy and Bill Simon Technology Academy High,35295.793103448275
2013,Alliance College-Ready Middle Academy 4,41810.75
2013,Alliance College-Ready Middle Academy 5,28955.962962962964
2013,Alliance College-Ready Middle Academy 7,42580.34782608696
2013,Alliance Dr. Olga Mohan High,39518.38888888889
2013,Alliance Gertz-Ressler Richard Merkin 6-12 Complex,44791.44117647059
2013,Alliance Jack H. Skirball Middle,44378
2013,Alliance Judy Ivie Burton Technology Academy High,45372.73529411765
2013,Alliance Leichtman-Levine Family Foundation Environmental Science High,46248.666666666664
2013,Alliance Marc & Eva Stern Math and Science,41381.65789473684
2013,Alliance Morgan McKinzie High,34178.541666666664
2013,Alliance Ouchi-O'Donovan 6-12 Complex,30883.133777777777
2013,Alliance Renee and Meyer Luskin Academy High,49075.38461538462
2013,Alliance Richard Merkin Middle Academy,41235.307692307695
2013,Alliance Susan and Eric Smidt Technology High,31119.9375
2013,Alliance Ted K. Tajima High,36200.944444444445
2013,Alliance Tennenbaum Family Technology High,28784.59259259259
2013,Alpaugh Unified,30758.82857142857
2013,Alpha: Blanca Alvarado,15542.55
2013,Alta Loma Elementary,69350.19367521367
2013,Alta Vista Public,19980.467289719625
2013,Alvord Unified,49049.19397993311
2013,Ambassador Phillip V. Sanchez Public Charter,42074.666666666664
2013,American Indian Public Charter II,24401.608695652172
2013,America's Finest Charter,29441.46153846154
2013,Anaheim Elementary,55543.36587436333
2013,Anaheim Union High,67409.13107080164
2013,Anderson Valley Unified,33963.46875
2013,Antelope Elementary,63141.78378378379
2013,Antelope Valley Learning Academy,14774.898936170212
2013,Antelope Valley Union High,52039.02244668912
2013,Antioch Unified,63871.85017026107
2013,Arcadia Unified,50893.10058309038
2013,"Architecture, Construction & Engineering Charter High (ACE)",24683
2013,Arcohe Union Elementary,30432.214285714286
2013,Arena Union Elem./Point Arena Jt. Union High,44498.756097560974
2013,Armona Union Elementary,15925.377358490568
2013,Aromas - San Juan Unified,37147.96666666667
2013,Assurance Learning Academy,13409.372093023256
2013,Atwater Elementary,11227.020774315391
2013,Auburn Union Elementary,25950.095541401275
2013,Audeo Charter,38705.47826086957
2013,Bakersfield City,58181.4680156658
2013,Baldwin Park Unified,53396.791666666664
2013,Ballico-Cressey Elementary,0
2013,Bangor Union Elementary,38482
2013,Banta Unified,37629.166666666664
2013,Bay View Academy,22678.77142857143
2013,Bear Valley Unified,41469.46464646464
2013,Beardsley Elementary,55209.32258064516
2013,Bella Vista Elementary,32742.733333333337
2013,Benicia Unified,60250.83712121212
2013,Beverly Hills Unified,46700.89539748954
2013,Big Picture Educational Academy,23595.8
2013,Big Springs Union Elementary,46588.28571428572
2013,Big Sur Charter,13789
2013,Big Sur Unified,25549.090909090908
2013,Big Valley Joint Unified,18201.03125
2013,Biggs Unified,43357.416666666664
2013,Bishop Unified,62558.34259259259
2013,Black Butte Union Elementary,20166.1
2013,Blake Elementary,26538.5
2013,Blochman Union Elementary,50360.625
2013,Blue Oak Charter,35458.57142857143
2013,Bonsall Union Elementary,57689.6261682243
2013,Borrego Springs Unified,48421.8064516129
2013,Brea-Olinda Unified,51527.72897196261
2013,Brentwood Union Elementary,52190.56363636364
2013,Bret Harte Union High,39539.02352941177
2013,BRIDGES Charter,21496.166666666668
2013,Briggs Elementary,39652.97435897436
2013,Browns Elementary,34636.583333333336
2013,Buena Park Elementary,83272.24884792627
2013,Buena Vista Elementary,24448.08695652174
2013,Burbank Unified,47795.308865586274
2013,Butte Valley Unified,49766.84615384616
2013,Buttonwillow Union Elementary,54868.53333333333
2013,Cajon Valley Union,46512.15101289134
2013,Calistoga Joint Unified,82063.14285714286
2013,Camarillo Academy of Progressive Education,39936.42424242424
2013,Camino Nuevo Charter Academy,29354.701492537315
2013,Camino Nuevo Charter Academy #2,33877.61224489796
2013,Camino Nuevo Charter Academy #4,32192.02
2013,Camino Nuevo Charter High,27922.891304347828
2013,Camino Nuevo Elementary #3,26925.84
2013,Capistrano Unified,55719.82146690519
2013,Cardiff Elementary,34039.654320987655
2013,Carlsbad Unified,67893.68010075566
2013,Carter G. Woodson Public Charter,25726.68
2013,Castle Rock,10577.388888888889
2013,Castro Valley Unified,55209.36706349206
2013,Central Union Elementary,30653.778723404255
2013,Chaffey Joint Union High,77178.28277886497
2013,Chico Unified,15947.520782396088
2013,Children's Community Charter,34538.357142857145
2013,CHIME Institute's Schwarzenegger Community,43511.14893617021
2013,Chino Valley Unified,74877.53393213573
2013,Chrysalis Charter,16677.222222222223
2013,Chula Vista Elementary,47554.10683974039
2013,Cinnabar Elementary,24126.685714285715
2013,Citizens of the World Charter School Hollywood,19797.396551724138
2013,Citizens of the World Charter School Silver Lake,21204.428571428572
2013,City Heights Preparatory Charter,16176.25
2013,Classical Academy,31821.323076923076
2013,Classical Academy High,27143.7
2013,Coastal Academy,26400.743243243243
2013,Colton Joint Unified,64987.3604757548
2013,Columbia Elementary,38886.045454545456
2013,Columbine Elementary,37904.444444444445
2013,Colusa Unified,25356.427631578947
2013,Compton Unified,68460.06862745098
2013,Contra Costa County Office of Education,47341.45495495496
2013,Corcoran Joint Unified,31039.14864864865
2013,Corning Union Elementary,30914.443113772457
2013,Coronado Unified,39187.91459074733
2013,Corona-Norco Unified,47464.759921925826
2013,Cotati-Rohnert Park Unified,52847.76351351351
2013,Cottonwood Union Elementary,26811.44230769231
2013,Cox Bar Elementary,14282.4
2013,Crescent Valley Public Charter,51158.26666666667
2013,Crescent View South Charter,50142.77272727273
2013,Crescent View West Public Charter,55368.15384615384
2013,Cucamonga Elementary,74490.13642857142
2013,Culver City Unified,44153.64962121212
2013,Cupertino Union,55945.12998266898
2013,Cypress Elementary,56648.90640394088
2013,Da Vinci Design,36769.88636363636
2013,Da Vinci Science,48549.666666666664
2013,Del Mar Union Elementary,64004.260273972606
2013,Delano Joint Union High,64179.85106382979
2013,Delhi Unified,47682.294117647056
2013,Delta Charter,35278
2013,Delta Elementary Charter,36723.9375
2013,Desert Center Unified,37609.5
2013,Desert Sands Charter,16156.741463414632
2013,Desert Sands Unified,52242.61429451633
2013,Diego Hills Charter,49800.69696969697
2013,Diego Valley Charter,35232.25925925926
2013,Dinuba Unified,43151.9552238806
2013,Discovery Charter (San Joaquin),45474.1625
2013,Discovery Charter Preparatory #2,31339.1
2013,Dos Palos Oro Loma Joint Unified,54582.38738738739
2013,Douglas City Elementary,16826.60714285714
2013,Downey Unified,59287.469126506025
2013,Ducor Union Elementary,17651.6
2013,Dunham Elementary,26865.416666666668
2013,Dunsmuir Joint Union High,28205.5
2013,Durham Unified,56074.57142857143
2013,Earlimart Elementary,64523.22471910113
2013,East Oakland Leadership Academy,34967.142857142855
2013,East Palo Alto Academy,49420.28
2013,East Side Union High,69419.99379982286
2013,Edison Elementary,46850.09523809524
2013,Ednovate - USC Hybrid High College Prep,27749.647058823528
2013,El Monte City,70462.16063348416
2013,El Monte Union High,69461.56812339331
2013,El Nido Elementary,53672.7
2013,Elk Grove Unified,64893.055518617024
2013,Elkins Elementary,20556
2013,Elverta Joint Elementary,41045.46153846154
2013,Empire Union Elementary,27085.5661971831
2013,Encinitas Union Elementary,43630.3138832998
2013,Equitas Academy Charter,29178.1935483871
2013,Escalon Unified,56861.13868613139
2013,Escondido Union,46037.20959770115
2013,Escondido Union High,43525.36438811189
2013,Etiwanda Elementary,51310.430995475115
2013,Evergreen Union,27979.330275229357
2013,Exeter Union Elementary,19305.72611464968
2013,Exeter Union High,18915.56179775281
2013,Extera Public,22257.25
2013,Fall River Joint Unified,29386.86046511628
2013,Fallbrook Union Elementary,36157.76064908722
2013,Fallbrook Union High,43713.70344827586
2013,Farmersville Unified,45147.29381443299
2013,Fenton Avenue Charter,23628.303278688523
2013,Fenton Primary Center,25367
2013,Folsom-Cordova Unified,63424.523994811934
2013,Fontana Unified,56365.24903454016
2013,Forest Ranch Charter,15512
2013,Forestville Union Elementary,20717.8125
2013,Forks of Salmon Elementary,9550
2013,Fort Sage Unified,28368.16
2013,Fortune,22982.795454545456
2013,Fountain Valley Elementary,43050.73708920188
2013,Franklin Elementary,69482.9
2013,Franklin-McKinley Elementary,49362.70630372493
2013,Frederick Douglass Academy High,32548.44
2013,Frederick Douglass Academy Middle,23334.32
2013,Fremont Unified,63853.988394584136
2013,French Gulch-Whiskeytown Elementary,10355.777777777776
2013,Fresno Unified,60695.29547991072
2013,Fruitvale Elementary,35177.19163763066
2013,Fullerton Elementary,52534.974272930645
2013,Fullerton Joint Union High,87750.61538461539
2013,Gabriella Charter,31050.057142857146
2013,Galt Joint Union Elementary,46427.60068259386
2013,Garden Grove Unified,59431.84223736106
2013,Garvey Elementary,54698.25679758308
2013,Gerber Union Elementary,26242.95348837209
2013,Gilroy Unified,49967.080110497234
2013,Glendale Unified,50384.6204778157
2013,Glendora Unified,47487.34030418251
2013,Goethe International Charter,35424.82142857143
2013,Gold Rush Charter,21586.363636363636
2013,Golden Feather Union Elementary,58291.875
2013,Golden Plains Unified,39505.67549668874
2013,Goleta Union Elementary,43188.75632911392
2013,Granada Hills Charter,63678.12209302326
2013,Grant Elementary,32032.803278688523
2013,Gravenstein Union Elementary,24318.34693877551
2013,Graves Elementary,22987
2013,Greater San Diego Academy,48443.62962962963
2013,Greenfield Union,61870.93169398907
2013,Greenfield Union Elementary,37932.54385964912
2013,Gridley Unified,31044.05347593583
2013,Grossmont Union High,49354.383670520234
2013,Guajome Learning Center,23378.4
2013,Guajome Park Academy Charter,43447.57534246575
2013,Guidance Charter,17838.222222222223
2013,Gustine Unified,65510.51470588235
2013,Hacienda La Puente Unified,66283.99617834395
2013,Hanford Elementary,32288.72
2013,Hanford Joint Union High,9205.730964467006
2013,Hardy Brown College Prep,28123.17391304348
2013,Harmony Union Elementary,30221.558823529413
2013,Hawthorne,52591.52754237288
2013,Helendale Elementary,53927.575
2013,Hemet Unified,48632.12563915267
2013,Hermosa Beach City Elementary,33470.77205882353
2013,Hesperia Unified,61173.69759450172
2013,High Tech Elementary Explorer,26134.975
2013,High Tech High,43884.229166666664
2013,High Tech High International,34251.09375
2013,High Tech High Media Arts,33985.8064516129
2013,High Tech Middle,41830.05263157895
2013,High Tech Middle Media Arts,39898.31578947369
2013,Hilmar Unified,56944.807339449544
2013,Horicon Elementary,25289.53846153846
2013,Hume Lake Charter,36039.333333333336
2013,Huntington Beach City Elementary,50435.23303167421
2013,ICEF Inglewood Elementary Charter Academy,30358
2013,ICEF Inglewood Middle Charter Academy,35117.75
2013,ICEF Innovation Los Angeles Charter,35436.333333333336
2013,ICEF Lou Dantzler Preparatory Academy,32766.69230769231
2013,ICEF View Park Preparatory Elementary,36612.967741935485
2013,ICEF View Park Preparatory High,30569.742857142857
2013,ICEF View Park Preparatory Middle,38640.882352941175
2013,ICEF Vista Elementary Academy,34059.47368421053
2013,ICEF Vista Middle Academy,31174.285714285714
2013,"Igo, Ono, Platina Union Elementary",14458
2013,Indian Springs Elementary,14426.666666666666
2013,International School of Monterey,18919.56451612903
2013,Irvine Unified,50459.702058504874
2013,Island Union Elementary,12086.559322033898
2013,James Jordan Middle,38146.583333333336
2013,Jamul-Dulzura Union Elementary,55217.1875
2013,Jefferson Elementary (San Joaquin),34930.77157360406
2013,Johnstonville Elementary,10749.60465116279
2013,Julian Union Elementary,80623.35294117648
2013,Julian Union High,10855.416666666666
2013,Junction Elementary (Shasta),13791.981132075472
2013,Jurupa Unified,72383.65284146341
2013,Kavod Charter,16448.666666666668
2013,Kelseyville Unified,33249.96037735849
2013,Kenwood,32238.91304347826
2013,Keppel Union Elementary,42624.915
2013,Kern County Office of Education,56095.45928338762
2013,Kern High,59561.22894369474
2013,Kernville Union Elementary,52746.717948717946
2013,Kings Canyon Joint Unified,41561.26227208976
2013,Kings County Office of Education,20903.14375
2013,KIPP Academy of Opportunity,44468.15384615384
2013,KIPP Comienza Community Prep,37391.21428571428
2013,KIPP Empower Academy,42905.583333333336
2013,KIPP Endeavor College Preparatory Charter,31452.468085106382
2013,KIPP Heartwood Academy,36563.681818181816
2013,KIPP Iluminar Academy,24027.3
2013,KIPP Los Angeles College Preparatory,44859.57692307692
2013,KIPP Philosophers Academy,25813.416666666668
2013,KIPP Raices Academy,50881.90625
2013,KIPP San Jose Collegiate,36477.83783783784
2013,KIPP Scholar Academy,38578
2013,KIPP Sol Academy,23002.714285714286
2013,Kirkwood Elementary,12758
2013,Kit Carson Union Elementary,10576.673913043478
2013,Knights Ferry Elementary,18936
2013,Konocti Unified,36477.09268292683
2013,La Canada Unified,5615.8494623655915
2013,La Habra City Elementary,50658.988980716254
2013,La Mesa-Spring Valley,52995.61
2013,Lafayette Elementary,59187.41176470588
2013,Laguna Beach Unified,92216.4025974026
2013,Lagunita Elementary,18716.07692307692
2013,Lake County Office of Education,20705.34375
2013,Lake Elsinore Unified,70130.63095238095
2013,Lakeport Unified,34110.93700787402
2013,Lakeside Union Elementary (Kings),9310.542857142857
2013,Lammersville Joint Unified,8015.333333333333
2013,Lamont Elementary,60320.9010989011
2013,Lancaster Elementary,45714.79534883721
2013,Las Virgenes Unified,50656.57338820302
2013,Lawndale Elementary,54670.817438692095
2013,Laytonville Unified,27785.108695652172
2013,Le Grand Union Elementary,54493.666666666664
2013,Le Grand Union High,66689.86363636363
2013,Leadership Public Schools - Hayward,57642.857142857145
2013,Leadership Public Schools - San Jose,49783.333333333336
2013,Leadership Public Schools: Richmond,50477.27272727273
2013,Learning Works,37153
2013,Lemoore Union Elementary,53222.64957264957
2013,Lemoore Union High,25039.958333333332
2013,Liberty Elementary (Tulare),16539.733333333334
2013,Lindsay Unified,44385.33673469387
2013,Linns Valley-Poso Flat Union,23867.75
2013,Little Lake City Elementary,40946.36498516321
2013,Livermore Valley Joint Unified,59981.80858676208
2013,Livingston Union,71177.32608695653
2013,Lodi Unified,45150.393709327545
2013,Long Beach Unified,10087.087346024637
2013,Loomis Union Elementary,49368.707482993195
2013,Los Alamitos Unified,49011.87851851852
2013,Los Altos Elementary,47854.887218045114
2013,Los Angeles Big Picture High,36359.875
2013,Los Angeles Unified,52019.89063237083
2013,Los Banos Unified,66654.03361344538
2013,Los Gatos Union Elementary,77290.15625
2013,Lou Dantzler Preparatory Charter High,23407.8
2013,Lou Dantzler Preparatory Charter Middle,37043
2013,Lowell Joint,48299.388059701494
2013,LPS Oakland R & D Campus,52607.142857142855
2013,Lucerne Elementary,51485.642857142855
2013,Lucerne Valley Unified,53539.311111111114
2013,Magnolia Union Elementary,40832.666666666664
2013,Mare Island Technology Academy,37995.030303030304
2013,Maricopa Unified,45355.77777777778
2013,Mark West Union Elementary,25055.022222222226
2013,Martinez Unified,36790.802228412256
2013,McCabe Union Elementary,39066.38043478261
2013,McFarland Unified,57731.41237113402
2013,McSwain Union Elementary,68245.32432432432
2013,Meadows Arts and Technology Elementary,24470.317073170732
2013,Mendocino Unified,39162.16981132075
2013,Menifee Union Elementary,46158.10369068541
2013,Merced City Elementary,76674.9619047619
2013,Merced County Office of Education,32426.621301775147
2013,Merced River Union Elementary,68331.66666666667
2013,Merced Union High,43814.49107142857
2013,Mesa Union Elementary,39364.25
2013,Millville Elementary,39956.26666666667
2013,Milpitas Unified,55706.6064
2013,Mirus Secondary,32369.12
2013,Mission Preparatory,25823.615384615383
2013,Mission Union Elementary,50738.666666666664
2013,Mission View Public,23015.491803278688
2013,MIT Academy,35884.17857142857
2013,Monarch Learning Center,39225.857142857145
2013,Monson-Sultana Joint Union Elementary,36787.08823529412
2013,Montebello Unified,77816.79344262295
2013,Montecito Union Elementary,89462.83720930232
2013,Monterey Peninsula Unified,38778.74890829694
2013,Moreland,42477.08816120907
2013,Moreno Valley Unified,66403.19796954315
2013,Morgan Hill Unified,44324.36120401338
2013,Morongo Unified,66994.41126760564
2013,Mountain Elementary,20454.91304347826
2013,Mountain Empire Unified,44763.27826086956
2013,Mountain House Elementary,29936.75
2013,Mountain Union Elementary,14116.153846153846
2013,Mountain Valley Unified,35329.25
2013,Mountain View Montessori Charter,48161.61888888889
2013,Mountain View Whisman,43321.362467866325
2013,Mt. Diablo Unified,40303.04204204204
2013,Mt. Lassen Charter,25338.5
2013,Mulberry Elementary,28353.875
2013,Mupu Elementary,26759.777777777777
2013,Murrieta Valley Unified,70380.71903669725
2013,Museum,47197.583333333336
2013,Natomas Charter,31357.5625
2013,Natomas Pacific Pathways Prep,58279.09090909091
2013,Natomas Pacific Pathways Prep Middle,40675.206896551725
2013,Natomas Unified,59740.72379032258
2013,Needles Unified,66279.41860465116
2013,New Haven Unified,50741.32793017456
2013,New Heights Charter,29909.114285714284
2013,New Hope Elementary,20986.153846153848
2013,New Jerusalem Elementary,13065.9375
2013,New Village Girls Academy,44295.181818181816
2013,Newhall,43630.65952890792
2013,Newport-Mesa Unified,70483.99075144509
2013,Nord Country,14873.307692307691
2013,Northwest Prep Charter,39042.555555555555
2013,Norton Science and Language Academy,36772.882352941175
2013,Norwalk-La Mirada Unified,14284.297872340425
2013,Novato Unified,63783.082262210795
2013,Oak Grove Elementary,43222.96670776819
2013,Oak Run Elementary,12734.285714285714
2013,Oak View Union Elementary,42196.666666666664
2013,Oasis Charter Public,18493.58823529412
2013,Ocean View (Orange),68872.74082568807
2013,OCSA,21465.36071428571
2013,Ojai Unified,44832.63276836158
2013,Ontario-Montclair,65762.63548951049
2013,Orange County Educational Arts Academy,39696.87096774193
2013,Orange Unified,66715.67320754717
2013,Orchard Elementary,35709.27157142857
2013,Orinda Union Elementary,66796.85714285714
2013,Oro Grande,41631.3144654088
2013,Oroville City Elementary,42763.625
2013,Oroville Union High,50972.96212121212
2013,Our Community Charter,33400.818181818184
2013,Outside Creek Elementary,24175.8
2013,Oxnard Union High,69579.44540229885
2013,Pacheco Union Elementary,17615.311475409835
2013,Pacific Grove Unified,45205.87242798354
2013,Pacific View Charter,50133.63636363636
2013,Palm Springs Unified,50566.46888888889
2013,Palmdale Aerospace Academy,43852.86363636364
2013,Palmdale Elementary,51375.536815068495
2013,Palo Verde Unified,42747.38636363636
2013,Palo Verde Union Elementary,38028.380952380954
2013,Palos Verdes Peninsula Unified,52535.23480662984
2013,Panama-Buena Vista Union,62246.47680412371
2013,Paradise Unified,41465.97254901961
2013,Paramount Unified,58754.85303867403
2013,Pasadena Unified,50541.02047502047
2013,Pathways Charter,19713.73076923077
2013,Pathways to College K8,19713.73076923077
2013,Perris Elementary,51548.463068181816
2013,Petaluma City Schools,56734.84615384616
2013,Piner-Olivet Charter,67303.5
2013,Piner-Olivet Union Elementary,67300.92727272728
2013,Pioneer Union Elementary (Butte),34178.5
2013,Pittsburg Unified,50300.89772727273
2013,Placentia-Yorba Linda Unified,66420.53229974161
2013,Planada Elementary,61841.4358974359
2013,Pleasant Valley Elementary (Nevada),44981.5
2013,Pleasant View Elementary,35810.551020408166
2013,Pleasanton Unified,75501.40200286123
2013,Plumas Lake Elementary,26817.945454545457
2013,Plumas Unified,30583.085227272728
2013,Preuss School UCSD,45068.38181818182
2013,Provisional Accelerated Learning Academy,20517.1875
2013,Public Safety Academy,43109.76315789474
2013,Puente Charter,40282.28571428572
2013,Ramona City Unified,31458.44382022472
2013,Rancho Santa Fe Elementary,60573.80597014925
2013,Ravendale-Termo Elementary,30088.4
2013,Raymond-Knowles Union Elementary,23854.333333333332
2013,Ready Springs Union Elementary,51235.529411764706
2013,Red Bluff Union Elementary,24342.90163934426
2013,Redding Elementary,27278.037414965987
2013,Redlands Unified,71847.19897304237
2013,Redondo Beach Unified,50014.51632970451
2013,Redwood Academy of Ukiah,34239.7
2013,Reeds Creek Elementary,11587.703703703704
2013,Reef-Sunset Unified,28597.652173913044
2013,Rialto Unified,70512.70825147348
2013,Rim of the World Unified,59203.901960784315
2013,Rio Bravo-Greeley Union Elementary,16172.15243902439
2013,River Oaks Academy,34122.875
2013,Riverside County Office of Education,41791.02288732395
2013,Riverside Unified,54727.02406639004
2013,Romoland Elementary,44020.44843049327
2013,Roseland,22622.783216783217
2013,Rosemead Elementary,45743.65420560747
2013,Roseville City Elementary,62214.65731462926
2013,Sacramento County Office of Education,66875.12380952381
2013,Sacramento Valley Charter,22279.6
2013,Saddleback Valley Unified,53661.48060708263
2013,San Antonio Union Elementary,46022.181818181816
2013,San Bernardino City Unified,65190.61779391739
2013,San Bernardino County Office of Education,75482.5306122449
2013,San Diego County Office of Education,32422.504411764705
2013,San Diego Unified,39801.34208523592
2013,San Dieguito Union High,56677.14676616916
2013,San Francisco Unified,54905.01069364162
2013,San Gabriel Unified,54113.86554621849
2013,San Jacinto Unified,45376.45562376238
2013,San Jacinto Valley Academy,32607.725490196077
2013,San Jose Conservation Corps Charter,35950.84210526316
2013,San Jose Unified,64220.32469879518
2013,San Lorenzo Unified,50312.71592356688
2013,San Lorenzo Valley Unified,27543.69155844156
2013,San Marcos Unified,23738.262604121
2013,San Marino Unified,54188.26368159204
2013,San Pasqual Union Elementary,50591.25714285715
2013,San Ramon Valley Unified,50226.577429149795
2013,Santa Ana Unified,76282.2098614507
2013,Santa Barbara Unified,64319.02872777018
2013,Santa Clara Unified,46721.25462962963
2013,Santa Cruz City Schools,49516.48101265823
2013,Santa Monica Boulevard Community Charter,31956.859813084113
2013,Santa Monica-Malibu Unified,65990.14992272024
2013,Santa Paula Elementary,27237.46907216495
2013,Santa Paula Union High,24747.329896907217
2013,Santa Rosa Academy,26322
2013,Santa Rosa Charter,41284.46666666667
2013,Santa Rosa City Schools,44669.0040192926
2013,Santee,40764.655246252674
2013,Saratoga Union Elementary,52709.248730964464
2013,Saugus Union,55998.45757071547
2013,Savanna Elementary,42271.104166666664
2013,School of Unlimited Learning,37121.61538461538
2013,Sebastopol Union Elementary,52072.307692307695
2013,Sequoia Union Elementary,21533.583333333332
2013,Shaffer Union Elementary,15488.95652173913
2013,Shasta County Office of Education,16167.58918918919
2013,Shasta Union Elementary,10130.09677419355
2013,Shoreline Unified,73669.73076923077
2013,Sierra County Office of Education,21144
2013,Sierra Expeditionary Learning,26649.954545454544
2013,Sierra Foothill Charter,22190.375
2013,Sierra-Plumas Joint Unified,48499.71428571428
2013,Simi Valley Unified,59244.51314285714
2013,Sixth Street Prep,94358
2013,Snelling-Merced Falls Union Elementary,57653
2013,SOAR Charter Academy,36128.75
2013,Solana Beach Elementary,21638.28304821151
2013,Solvang Elementary,30771.763636363637
2013,Somis Union,31000.76923076923
2013,Sonoma Charter,26457.708333333332
2013,Sonoma County Office of Education,5775.170542635659
2013,Sonoma Valley Unified,35567.936675461744
2013,Sonora Union High,29389.953703703704
2013,Soulsbyville Elementary,28786.058823529413
2013,South Bay Union,35596.13116883117
2013,South Fork Union,46826.8125
2013,South Monterey County Joint Union High,67747.04225352113
2013,Southern Kern Unified,56988.05202312139
2013,Southern Trinity Joint Unified,36426.125
2013,Sulphur Springs Union,64489.21428571428
2013,Summerville Union High,36244.506493506495
2013,Sundale Union Elementary,32777.82352941176
2013,Sunnyvale,38844.86610169491
2013,Sunol Glen Unified,33792.84
2013,Surprise Valley Joint Unified,34448.833333333336
2013,Susanville Elementary,32084.841463414636
2013,Sweetwater Union High,57415.14035087719
2013,Synergy Charter Academy,58659.0625
2013,Synergy Kinetic Academy,37414.28571428572
2013,Synergy Quantum Academy,35508.37837837838
2013,Taft City,32167.07692307692
2013,Taft Union High,85505.51388888889
2013,TEACH Academy of Technologies,20534
2013,Tehachapi Unified,59507.50485436893
2013,Tehama County Department of Education,27670.575
2013,Temecula Preparatory,27139.705263157895
2013,Temecula Valley Charter,18227.25
2013,Temecula Valley Unified,58520.072602739725
2013,The City,36178.055555555555
2013,The Heights Charter,15732.3
2013,The Language Academy of Sacramento,42904.92592592593
2013,The O'Farrell Charter,33550.080808080806
2013,Thermalito Union Elementary,51938.12162162162
2013,Thomas Edison Charter Academy,30554.48076923077
2013,Thurgood Marshall Charter Middle,20861.666666666668
2013,Today's Fresh Start Charter School Inglewood,29302
2013,Traver Joint Elementary,28725.24
2013,Travis Unified,60962.8393877551
2013,Trinity County Office of Education,20213.727272727272
2013,Tulare City,48415.20417287631
2013,Tulare County Office of Education,53202.07692307692
2013,Tustin Unified,6870.122891566265
2013,Twain Harte,24532.358974358973
2013,Twin Hills Union Elementary,25514
2013,Twin Ridges Elementary,13847.555555555557
2013,Two Rock Union,27131.869565217392
2013,Upper Lake Unified,16376.977272727272
2013,Upper Lake Union Elementary,22093.052631578947
2013,Urban Discovery Academy Charter,30029.444444444445
2013,Vacaville Unified,56167.833333333336
2013,Val Verde Unified,6979.074576271187
2013,Valle Lindo Elementary,47243.92682926829
2013,Vallejo City Unified,53283.80322734499
2013,Valley Charter Elementary,31715.3
2013,Valley Charter Middle,22223.61111111111
2013,Valley Oak Charter,25094.2
2013,Ventura Charter School of Arts and Global Education,25598
2013,Victor Elementary,69864.5
2013,Victor Valley Union High,66300.37012987013
2013,Vista Real Charter High,60936.45714285714
2013,Vista Unified,46976.54423076923
2013,Voices College-Bound Language Academy,29052.916666666668
2013,W.E.B. DuBois Public Charter,18421.26530612245
2013,Wallis Annenberg High,35222.485714285714
2013,Walnut Creek Elementary,72707.6033519553
2013,Walnut Valley Unified,58804.135
2013,Wasco Union Elementary,42266.220338983054
2013,Washington Unified (Fresno),40084.898230088496
2013,Watts Learning Center,36176.739130434784
2013,Watts Learning Center Charter Middle,34256.41176470588
2013,Waugh Elementary,38633.240506329115
2013,Weaver Union,66432.04444444444
2013,West Contra Costa Unified,40376.87782058338
2013,West Covina Unified,52178.315044247785
2013,West Sacramento Early College Prep Charter,36447.11111111111
2013,West Sonoma County Union High,37633.614130434784
2013,Westminster,38930.99618320611
2013,Westmorland Union Elementary,27540.98275862069
2013,Westside Union Elementary,50671.59099804305
2013,Westwood Charter,31679.18181818182
2013,Wheatland Charter Academy,34212.57142857143
2013,Wheatland Union High,34567.27419354839
2013,Whitmore Union Elementary,8259.1
2013,Whittier City Elementary,46091.885583524025
2013,Whittier Union High,82591.71235521235
2013,Wildflower Open Classroom,16594.625
2013,William S. Hart Union High,56546.29975825947
2013,Willow Creek Academy Charter,38249.142857142855
2013,Wilmar Union Elementary,21678.264705882353
2013,Wilsona Elementary,55553.52631578947
2013,Windsor Unified,39415.699468085106
2013,Winters Joint Unified,55897.95348837209
2013,Winton,60000.01075268817
2013,Wisdom Academy for Young Scientists,51655
2013,Wiseburn Elementary,49227.934131736525
2013,Woodlake Unified,28916.80269058296
2013,Woodland Joint Unified,52616.80223880597
2013,Woodland Star Charter,30503.61904761905
2013,Woodville Union Elementary,56003.096774193546
2013,Yav Pem Suab Academy - Preparing for the Future Charter,22933.382978723403
2013,Yuba City Unified,52523.07361111111
2013,Yuba Environmental Science Charter Academy,42063.4
2014,Academy for Academic Excellence,46651.53846153846
2014,Acalanes Union High,63898.4209039548
2014,Accelerated,35319.34090909091
2014,Accelerated Achievement Academy,33598.666666666664
2014,Accelerated Charter Elementary,42989.17647058824
2014,ACE Charter High,30230.4
2014,ACE Empower Academy,36713.57142857143
2014,ACE Esperanza Middle,36713.57142857143
2014,Achieve Charter School of Paradise Inc.,48581.818181818184
2014,Alameda Unified,39285.933014354065
2014,Albany City Unified,39881.81333333333
2014,Alhambra Unified,54574.24868835257
