Year,EmployerName,Salary
2014,Willow Creek Elementary,51000
2014,Wilmar Union Elementary,27123.72
2014,Wilsona Elementary,52795.7027027027
2014,Winters Joint Unified,55897.95348837209
2014,Winton,48228.845588235294
2014,Wisdom Academy for Young Scientists,51655
2014,Wiseburn Elementary,54689.805555555555
2014,Woodlake Unified,26464.791338582676
2014,Woodland Joint Unified,58208.03879310345
2014,Woodland Star Charter,33107.28571428572
2014,Woodville Union Elementary,70116.26923076923
2014,Wright Elementary,35881.11510791367
2014,Yav Pem Suab Academy - Preparing for the Future Charter,19857.083333333332
2014,Yuba City Unified,58051.90821917808
2014,Yucaipa-Calimesa Joint Unified,67354.78883495145
2015,ABC Unified,56432.17139001349
2015,Academia Moderna,39429.67857142857
2015,Academy for Academic Excellence,54497.42253521127
2015,Acalanes Union High,74716.45482866044
2015,Accelerated,41587.1282051282
2015,Accelerated Achievement Academy,33323
2015,Accelerated Charter Elementary,36713.42857142857
2015,Adelanto Elementary,66225.37244897959
2015,Alameda Unified,43723.75538656527
2015,Albany City Unified,41519.348360655735
2015,Alhambra Unified,62818.997709049254
2015,Alliance Marc & Eva Stern Math and Science,58115.27777777778
2015,Alliance Ted K. Tajima High,50389.5
2015,Alliance Tennenbaum Family Technology High,58041.21052631579
2015,Alpha Cindy Avitia High,32316.85714285714
2015,Alpha: Blanca Alvarado,39370.85
2015,Alpha: Jose Hernandez,38383
2015,Alpine Union Elementary,42867.022388059704
2015,Alta Loma Elementary,72360.65236051503
2015,Alta Vista Elementary,34580.35
2015,Alta-Dutch Flat Union Elementary,56313.833333333336
2015,Alview-Dairyland Union Elementary,35733.54838709677
2015,Alvord Unified,57680.907258064515
2015,Anaheim Elementary,61667.64321926489
2015,Anaheim Union High,81032.01529051988
2015,Anderson Union High,32316.55319148936
2015,Antelope Elementary,26078.511363636364
2015,Antioch Unified,66909.89573991031
2015,Apple Valley Unified,59141.00634920635
2015,Arcadia Unified,57583.51835535977
2015,"Architecture, Construction & Engineering Charter High (ACE)",21126.08
2015,Arcohe Union Elementary,28951.334102564106
2015,Arts In Action Community Charter,41382.13043478261
2015,Atascadero Unified,60607.51711026616
2015,Atwater Elementary,41985.061281337046
2015,Audeo Charter,38056.72549019608
2015,Baker Valley Unified,35853.07407407407
2015,Bakersfield City,60981.211686879826
2015,Baldwin Park Unified,58609.78093492209
2015,Ballico-Cressey Elementary,28373.883720930233
2015,Ballington Academy for the Arts and Sciences,16396.410256410258
2015,Barstow Unified,61860.70517928287
2015,Bass Lake Joint Union Elementary,31037.595238095237
2015,Bay View Academy,14322.553846153844
2015,Bear Valley Unified,62706.40384615384
2015,Beaumont Unified,41763.18914728682
2015,Bella Vista Elementary,26855.45
2015,Berryessa Union Elementary,69432.12876712329
2015,Bert Corona Charter,30590.375
2015,Bert Corona Charter High,19636.625
2015,Big Sur Charter,43005.2
2015,Big Sur Unified,28765.125
2015,Big Valley Joint Unified,26054.96153846154
2015,Biggs Unified,44740.825
2015,Bishop Unified,69438.94642857143
2015,Blochman Union Elementary,43695.84615384616
2015,Bonita Unified,48151.28818443804
2015,Bonsall Unified,43317.376470588235
2015,Brea-Olinda Unified,49353.34584450402
2015,Brentwood Union Elementary,54822.21768707483
2015,BRIDGES Charter,34039.67857142857
2015,Briggs Elementary,38058.16279069767
2015,Buena Vista Elementary,27650.31818181818
2015,Butte County Office of Education,41363.692307692305
2015,Cabrillo Point Academy,15654.356164383562
2015,Cajon Valley Union,52167.505213270146
2015,Caliente Union Elementary,21044.6
2015,Camarillo Academy of Progressive Education,30372.152173913044
2015,Camino Nuevo Charter Academy #2,40904.382978723406
2015,Camino Nuevo Charter Academy #4,31785.521739130436
2015,Camino Nuevo Charter High,26245.51724137931
2015,Camino Nuevo Elementary #3,24540.845360824744
2015,Camino Nuevo High #2,40223.38888888889
2015,Campbell Union,25334.80848
2015,Campbell Union High,61054.88712871287
2015,Camptonville Elementary,22821.714285714286
2015,Capistrano Unified,62452.06021505377
2015,Carlsbad Unified,65193.96421052632
2015,Carter G. Woodson Public Charter,21790.333333333332
2015,Castaic Union,42238.35294117647
2015,Castle Rock Union Elementary,10678
2015,Center Joint Unified,61809.333333333336
2015,Central Elementary,72683.1756097561
2015,Central Union Elementary,36446.8
2015,Centralia Elementary,73615.82547169812
2015,Chaffey Joint Union High,88174.35531496063
2015,Chawanakee Unified,25415.781954887218
2015,Chico Unified,22215.81818181818
2015,Chino Valley Unified,74746.1264
2015,Chowchilla Elementary,44527.57668711656
2015,Chowchilla Union High,37743.32098765432
2015,Chrysalis Charter,22600.80769230769
2015,Chula Vista Elementary,66126.74204946996
2015,Citizens of the World Charter School Mar Vista,22685.041666666668
2015,Citizens of the World Charter School Silver Lake,20439.50704225352
2015,City High,33069.88888888889
2015,City Language Immersion Charter,37207.625
2015,Classical Academy,19607.34939759036
2015,Classical Academy High,32834.75675675676
2015,Clovis Unified,47890.81798436143
2015,Coachella Valley Unified,60247.05136702568
2015,Coastal Academy,21811.62365591398
2015,Collegiate Charter High School of Los Angeles,28294.4
2015,Colton Joint Unified,72844.48307410796
2015,Columbia Elementary,25972.260416666668
2015,Colusa Unified,34282.8962962963
2015,Compton Unified,73285.03389830509
2015,Contra Costa County Office of Education,44608.53617021276
2015,Corcoran Joint Unified,39295.526845637585
2015,CORE Charter,40887.2962962963
2015,Corning Union Elementary,34511.13812154696
2015,Corning Union High,30227.694444444445
2015,Corona-Norco Unified,61733.87830858619
2015,Cotati-Rohnert Park Unified,32094.02385321101
2015,Covina-Valley Unified,54312.9007981756
2015,Cucamonga Elementary,57003.767441860466
2015,Cupertino Union,53515.25857940942
2015,Cutler-Orosi Joint Unified,46154.12426035503
2015,Cypress Elementary,70210.27272727272
2015,Da Vinci Communications,42775.22222222222
2015,Da Vinci Connect,51053.63636363636
2015,Da Vinci Design,41071.425
2015,Da Vinci Science,51088.41025641026
2015,Del Mar Union Elementary,67690.32459016393
2015,Delano Union Elementary,53442.46332046332
2015,Delhi Unified,62325.587878787876
2015,Desert Center Unified,27455.666666666668
2015,Desert Sands Unified,55823.714370900416
2015,Di Giorgio Elementary,63123.36363636364
2015,Dinuba Unified,48833.977366255145
2015,Discovery Charter (San Joaquin),33899.75630252101
2015,Dos Palos Oro Loma Joint Unified,43573.3908045977
2015,Downey Unified,69245.54859154929
2015,Dry Creek Joint Elementary,68155.40384615384
2015,Dublin Unified,51899.407960199
2015,Durham Unified,60692.09090909091
2015,Earlimart Elementary,45778.24183006536
2015,East Oakland Leadership Academy,21115.46153846154
2015,East Side Union High,75227.93786407767
2015,East Whittier City Elementary,77019.60585585586
2015,Ednovate - East College Prep,27223.5
2015,Ednovate - USC Hybrid High College Prep,46807.94736842105
2015,Eel River Charter,27486.666666666668
2015,El Monte City,75997.75416666667
2015,El Monte Union High,76314.61154855644
2015,El Nido Elementary,55678.4
2015,El Segundo Unified,48304.16535433071
2015,El Tejon Unified,55318.4358974359
2015,Elkins Elementary,20623.5
2015,Encinitas Union Elementary,42147.410071942446
2015,Equitas Academy #2,28829
2015,Equitas Academy #3 Charter,25132.6
2015,Equitas Academy Charter,28255.28205128205
2015,Escalon Unified,37582.054852320674
2015,Escondido Union High,47427.57956448911
2015,Etiwanda Elementary,58091.095622119814
2015,Evergreen Elementary,79571.57943686006
2015,Evergreen Union,1515.5208333333333
2015,Exeter Unified,32457.37162162162
2015,Extera Public,26454.283333333333
2015,Extera Public School No. 2,26949.068965517243
2015,Fall River Joint Unified,30334.21052631579
2015,Fallbrook Union Elementary,45324.821176470585
2015,Fallbrook Union High,51221.44886363636
2015,Farmersville Unified,38831.348936170216
2015,Fenton Primary Center,31566.320474777447
2015,Fieldbrook Elementary,21629.777777777777
2015,Fillmore Unified,40720.00793650794
2015,Folsom-Cordova Unified,66972.18604651163
2015,Fontana Unified,62270.639727775415
2015,Forest Ranch Charter,16664.571428571428
2015,Foresthill Union Elementary,42804.23333333333
2015,Forestville Union Elementary,22484.32727272727
2015,Fort Ross Elementary,28439.2
2015,Fortune,31859.39285714286
2015,Fountain Valley Elementary,44256.94933920705
2015,Franklin Elementary,72568.80952380953
2015,Franklin-McKinley Elementary,55366.016491754126
2015,Frederick Douglass Academy High,20318
2015,Frederick Douglass Academy Middle,30677.5
2015,Fremont Unified,67775.24879333041
2015,French Gulch-Whiskeytown Elementary,17451.5
2015,Fresno County Office of Education,40790.07729468599
2015,Fresno Unified,64084.08406491088
2015,Fruitvale Elementary,37058.42711864407
2015,Fullerton Elementary,53743.70882040382
2015,Fullerton Joint Union High,85680.78571428571
2015,Galt Joint Union Elementary,48914.520634920635
2015,Garden Grove Unified,64809.928521617854
2015,Garvey Elementary,55708.02279202279
2015,Gateway Unified,27813.619565217392
2015,Gerber Union Elementary,27409.893617021276
2015,Gifted Academy of Mathematics and Entrepreneurial Studies,30155.882352941175
2015,Gilroy Unified,53232.63819095477
2015,Glendale Unified,51659.983187626094
2015,Gold Rush Charter,15613.666666666666
2015,Golden Valley Unified,36957.56875
2015,Gonzales Unified,46976.19895287958
2015,Granada Hills Charter,68831.8256880734
2015,Grant Elementary,38655.524590163935
2015,Graves Elementary,29595.2
2015,Green Valley Charter,23163.285714285714
2015,Greenfield Union,63639.31220657277
2015,Gridley Unified,44049.93373493976
2015,Guidance Charter,21849.10447761194
2015,Hanford Elementary,39621.970085470086
2015,Hanford Joint Union High,12004.817073170732
2015,Harmony Union Elementary,26402.45
2015,Hawthorne,63110.68287526427
2015,Healdsburg Unified,32462.11111111111
2015,Helendale Elementary,58975.450980392154
2015,Helix High,49975.68243243243
2015,Hemet Unified,55848.56305995865
2015,Hesperia Unified,79426.28571428571
2015,Hilmar Unified,65118.682692307695
2015,Holtville Unified,33930.19653179191
2015,Horicon Elementary,27481
2015,Huntington Beach City Elementary,55461.4145785877
2015,Huntington Beach Union High,59693.7626641651
2015,ICEF Inglewood Elementary Charter Academy,30257.066666666666
2015,ICEF Inglewood Middle Charter Academy,29540.125
2015,ICEF Innovation Los Angeles Charter,33299.07142857143
2015,ICEF Lou Dantzler Preparatory Academy,28370.166666666668
2015,ICEF View Park Preparatory Elementary,37856.96666666667
2015,ICEF View Park Preparatory High,33672.194444444445
2015,ICEF View Park Preparatory Middle,30779.59259259259
2015,ICEF Vista Middle Academy,32871.4375
2015,Imperial County Office of Education,43416.1359223301
2015,Indian Springs Elementary,27737.8
2015,Inspire Charter,13580.410133333333
2015,Ivy Academia,38572.67213114754
2015,James Jordan Middle,30447.777777777777
2015,Jamul-Dulzura Union Elementary,44454.560975609755
2015,Jefferson Elementary (San Joaquin),39588.5
2015,John Swett Unified,45020.60330578512
2015,Junction Elementary (Shasta),13429.254545454543
2015,Jurupa Unified,76897.20957446808
2015,Kairos Public School Vacaville Academy,23506.575
2015,Kashia Elementary,6905
2015,Kentfield Elementary,41010.04571428571
2015,Kenwood,46899.61538461538
2015,Kern County Office of Education,58418.06918238994
2015,Kern High,60021.25911521634
2015,Kernville Union Elementary,54529.78048780488
2015,Kid Street Learning Center Charter,38441.6
2015,Kirkwood Elementary,47383.4
2015,Kit Carson Union Elementary,14617.5
2015,Knightsen Elementary,38704.666666666664
2015,Konocti Unified,36895.11693548387
2015,La Habra City Elementary,56128.32944606414
2015,La Mesa-Spring Valley,54582.05466666666
2015,Lafayette Elementary,60692.424107142855
2015,Laguna Beach Unified,71904.44292237442
2015,Lagunita Elementary,19957.46153846154
2015,Lake County Office of Education,19115.135135135137
2015,Lake Elsinore Unified,73617.81661891118
2015,Lakeport Unified,34576.32142857143
2015,Lakeside Joint,31756.14285714286
2015,Lakeside Union Elementary (Kings),11709.407407407409
2015,Lakeside Union Elementary (San Diego),46149.4631043257
2015,Lammersville Joint Unified,11465.61052631579
2015,Lassen County Office of Education,21037.912280701756
2015,Lassen View Union Elementary,26282.21212121212
2015,Laurel Preparatory Academy,62415.375
2015,Lawndale Elementary,56709.30147058824
2015,Le Grand Union Elementary,30122.309523809523
2015,Le Grand Union High,30257.685185185182
2015,Lemon Grove,57963.125
2015,Lemoore Union High,29161.320158102768
2015,Lennox,58257.02105140187
2015,Libertas College Preparatory Charter,26541.833333333332
2015,Liberty Elementary (Sonoma),29913.37037037037
2015,Liberty Elementary (Tulare),21259.941176470587
2015,Liberty Union High,54078.10609037328
2015,Life Source International Charter,27952.708333333332
2015,Lincoln Unified,43758.634146341465
2015,Lindsay Unified,46259.15
2015,Little Lake City Elementary,44026.762162162166
2015,Live Oak Charter,34723.77777777778
2015,Livermore Valley Joint Unified,61190.57168458781
2015,Livingston Union,42915.8
2015,Lodi Unified,50531.29177312213
2015,Loma Prieta Joint Union Elementary,65464.833333333336
2015,Lone Pine Unified,37054.57777777778
2015,Long Beach Unified,9767.277544154753
2015,Loomis Union Elementary,52364.845679012345
2015,Los Alamitos Unified,54338.03901734104
2015,Los Angeles Academy of Arts and Enterprise,43591.851851851854
2015,Los Angeles Unified,58538.37819207269
2015,Los Banos Unified,73139.80829015544
2015,Los Feliz Charter School for the Arts,37201.757575757576
2015,Los Olivos Elementary,42733.25
2015,Lou Dantzler Preparatory Charter Middle,25647.53846153846
2015,Lucerne Elementary,21507.70731707317
2015,Madera County Superintendent of Schools,39866.98148148148
2015,Madera Unified,47536.35531135531
2015,Magnolia Elementary,53807.22850678733
2015,Making Waves Academy,49459.68627450981
2015,Manhattan Beach Unified,53061.032945736435
2015,Manteca Unified,52325.02129169624
2015,Manzanita Middle,12047
2015,Maricopa Unified,45102.35
2015,Mariposa County Unified,55277.78632478633
2015,Mark West Union Elementary,28300.155555555557
2015,Martinez Unified,41052.46253229974
2015,Marysville Joint Unified,6743.202127659574
2015,McCabe Union Elementary,35068.1619047619
2015,McCloud Union Elementary,41346.8
2015,McFarland Unified,61632.01063829787
2015,McSwain Union Elementary,65787.23809523809
2015,Meadows Arts and Technology Elementary,29636.114285714284
2015,Menifee Union Elementary,47946.85849056604
2015,Merced City Elementary,49496.94689119171
2015,Merced County Office of Education,34930.91156462585
2015,Merced Union High,14187.581395348838
2015,Mesa Union Elementary,33750.88679245283
2015,Middletown Unified,50780.231578947365
2015,Midway Elementary,61105.2
2015,Milpitas Unified,54514.133241758245
2015,Mirus Secondary,31871
2015,Mission Union Elementary,32888.26666666667
2015,Monsenor Oscar Romero Charter Middle,32828.51851851852
2015,Monson-Sultana Joint Union Elementary,35171.51219512195
2015,Monte Rio Union Elementary,22205.35714285714
2015,Montecito Union Elementary,60904.680555555555
2015,Monterey Peninsula Unified,55587.44821731749
2015,Morgan Hill Unified,50253.25788135593
2015,Morongo Unified,70966.95367847412
2015,Morris E. Dailey Charter Elementary,37858.6
2015,Mount Pleasant Elementary,52282.612440191384
2015,Mountain Empire Unified,51978.508771929824
2015,Mountain Union Elementary,15804.923076923076
2015,Mountain View Elementary (San Bernardino),80888.04716981133
2015,Mountain View Whisman,49627.22834645669
2015,Mountain View-Los Altos Union High,74517.46133333334
2015,Mt. Diablo Unified,42529.06819763396
2015,Mupu Elementary,34893.066666666666
2015,Murrieta Valley Unified,76494.89039665971
2015,N.E.W. Academy Canoga Park,48629.03448275862
2015,N.E.W. Academy of Science and Arts,39644.967741935485
2015,National Elementary,46467.63181818182
2015,Natomas Charter,29666.3
2015,Natomas Pacific Pathways Prep,49531.67647058824
2015,Natomas Pacific Pathways Prep Middle,41018.28125
2015,Natomas Unified,40241.68817204301
2015,Needles Unified,68310.90697674418
2015,Nevada City Elementary,49066.12903225807
2015,Nevada County Office of Education,40745.78378378379
2015,New Haven Unified,52078.0036101083
2015,New Heights Charter,48497.92307692308
2015,New Hope Elementary,32524.347826086956
2015,New Horizons Charter Academy,19215.8064516129
2015,New Jerusalem Elementary,26959.697674418603
2015,New Spirit Charter Academy,23868.384615384617
2015,New Village Girls Academy,47162.5
2015,Newhall,48493.15950920245
2015,Newport-Mesa Unified,56145.436734693874
2015,Nord Country,14144.896551724138
2015,Norton Science and Language Academy,36045.27272727273
2015,Norwalk-La Mirada Unified,16216.546025104602
2015,Novato Unified,65279.56416464891
2015,Oak Park Unified,75287.95930232559
2015,Oak Run Elementary,10042.3125
2015,Oak View Union Elementary,52560.22727272727
2015,Oakland Unity High,36082
2015,Oakland Unity Middle,27869.8
2015,Oakley Union Elementary,45744.48044692737
2015,Oasis Charter Public,13210.207547169812
2015,Ocean View (Orange),67375.75704989154
2015,Ojai Unified,31859.372469635626
2015,Old Adobe Union,32566.225274725275
2015,Ontario-Montclair,79780.01382033563
2015,Orange County Department of Education,70201.36608863198
2015,Orange Unified,72008.92939370683
2015,Orinda Union Elementary,63286.05333333334
2015,Oroville City Elementary,49082.125
2015,Oroville Union High,59767.12903225807
2015,Our Community Charter,32963.6976744186
2015,Oxnard,54413.63081130355
2015,Pacheco Union Elementary,16443.56043956044
2015,Pacific Grove Unified,74921.19858156028
2015,Pacific View Charter,39249
2015,Palermo Union Elementary,35350.29007633588
2015,Palmdale Aerospace Academy,54047.26
2015,Palos Verdes Peninsula Unified,57530.87619047619
2015,Panama-Buena Vista Union,60350.908875739646
2015,Paradise Unified,36646.61329305136
2015,Paramount Unified,59677.82491944146
2015,Pathways to College K8,21244.756097560978
2015,Peak to Peak Mountain Charter,35750.833333333336
2015,Perris Union High,66129.5890410959
2015,Piedmont City Unified,67064.6231155779
2015,Pine Ridge Elementary,67958.88888888889
2015,Piner-Olivet Charter,17894.558823529413
2015,Piner-Olivet Union Elementary,28850.882352941175
2015,Pittsburg Unified,51342.159151193635
2015,Placentia-Yorba Linda Unified,72193.76131687243
2015,Placer County Office of Education,28180.790322580644
2015,Placer Union High,55866.1282051282
2015,Plainsburg Union Elementary,46577
2015,Pleasant Valley,39780.7855626327
2015,Pleasant Valley Joint Union Elementary,18834.333333333332
2015,Pleasanton Unified,77848.90960451978
2015,Plumas Charter,29074.72
2015,Plumas County Office of Education,7131.608695652174
2015,Plumas Unified,28859.871428571427
2015,Pond Union Elementary,49224.53846153846
2015,Poway Unified,55134.888129904095
2015,Provisional Accelerated Learning Academy,20608.615384615383
2015,Puente Charter,41105
2015,Ramona City Unified,47556.43817204301
2015,Rancho Santa Fe Elementary,29251.822389937108
2015,Ravenswood City Elementary,54332.79213483146
2015,Raymond-Knowles Union Elementary,19708.23076923077
2015,Red Bluff Joint Union High,48394.336
2015,Red Bluff Union Elementary,25029.45641025641
2015,Redlands Unified,76653.88658536585
2015,Redondo Beach Unified,48555.89608801956
2015,Redwood Academy of Ukiah,30947.18181818182
2015,Reed Union Elementary,79409.45
2015,Resolute Academy Charter,15459.777777777776
2015,Rialto Unified,62144.72353455818
2015,Richland Union Elementary,65102.744897959186
2015,Rim of the World Unified,65134.34810126582
2015,River Oak Charter,35329.583333333336
2015,River Oaks Academy,35329.583333333336
2015,Riverside County Office of Education,45772.089147286824
2015,Riverside Unified,58596.72174254317
2015,Rocklin Unified,61828.32950819672
2015,Roseland,30455.984962406015
2015,Rosemead Elementary,55720.46046391752
2015,Roseville City Elementary,62980.80698529412
2015,Roseville Joint Union High,69782.17924528301
2015,Round Valley Joint Elementary,54248.555555555555
2015,Rowland Unified,52719.172166276345
2015,Sacramento City Unified,50973.42426367461
2015,Sacramento County Office of Education,69066.19607843137
2015,Saddleback Valley Unified,58072.28975664969
2015,San Antonio Union Elementary,11229.285714285714
2015,San Ardo Union Elementary,19502.29411764706
2015,San Bernardino City Unified,77285.96790939123
2015,San Bernardino County Office of Education,84945.02816901408
2015,San Bruno Park Elementary,55595.75213675214
2015,San Diego Neighborhood Homeschools,67409
2015,San Diego Unified,69698.52074060886
2015,San Francisco Unified,56991.15198902606
2015,San Joaquin County Office of Education,40143.35650224215
2015,San Jose Unified,68969.02321204517
2015,San Lorenzo Unified,55636.19674039581
2015,San Lucas Union Elementary,38126.75
2015,San Marcos Unified,46350.18017366136
2015,San Marino Unified,53025.37391304348
2015,San Pasqual Union Elementary,36142.41071428572
2015,San Ramon Valley Unified,50573.07850133809
2015,San Ysidro Elementary,51225.19900293255
2015,Santa Ana Unified,81985.37933850552
2015,Santa Barbara Unified,66380.28404669261
2015,Santa Clara Elementary,24505.5
2015,Santa Clara Unified,67444.07700770078
2015,Santa Monica-Malibu Unified,68732.17758369724
2015,Santa Paula Unified,48280.5
2015,Santa Rosa Academy,29002.22480620155
2015,Santee,47397.54421768708
2015,Savanna Elementary,50200.532338308454
2015,Sebastopol Union Elementary,52198.28947368421
2015,Shaffer Union Elementary,26802.18181818182
2015,Shasta County Office of Education,17826.71052631579
2015,Sherman Thomas Charter,24316
2015,SIATech,52548.27659574468
2015,Sierra Expeditionary Learning,21894.314285714285
2015,Sierra Foothill Charter,21680.363636363636
2015,Silver Valley Unified,66179.54700854702
2015,Snowline Joint Unified,69569.85405405406
2015,SOAR Charter Academy,39389.041666666664
2015,Solana Beach Elementary,35385.55105973025
2015,Somis Union,32650.91304347826
2015,Sonoma County Office of Education,35053.06956521739
2015,Sonoma Valley Unified,36805.573566084786
2015,Sonora Union High,36376.791666666664
2015,South Bay Union,44360.28525641026
2015,South Fork Union,54686.857142857145
2015,South Pasadena Unified,53913.84104046243
2015,Spreckels Union Elementary,30995.34375
2015,Springville Union Elementary,27179.92105263158
2015,Standard Elementary,61101.980891719744
2015,Strathmore Union Elementary,28972.333333333332
2015,Sulphur Springs Union,52793.52971576228
2015,Sundale Union Elementary,36134.701492537315
2015,Sunnyvale,46389.72509225092
2015,Sunol Glen Unified,35668.45161290323
2015,Sunrise Middle,32096
2015,Taft City,37201.32240437158
2015,Taft Union High,102746.69333333331
2015,TEACH Academy of Technologies,31195
2015,Tehachapi Unified,64669.545918367345
2015,Tehama County Department of Education,5751.905852417302
2015,Temecula Preparatory,23864.17647058823
2015,Temecula Valley Unified,54936.320629159105
2015,Temple City Unified,58106.75
2015,The City,37775.137931034486
2015,Thermalito Union Elementary,63681.9625
2015,Three Rivers Union Elementary,20966.41176470588
2015,Tipton Elementary,30879.422535211263
2015,Torrance Unified,55290.59548104956
2015,Travis Unified,44952.76731301939
2015,Tulare City,51215.95961002786
2015,Tulare County Office of Education,58147.028455284555
2015,Tulare Joint Union High,49290.36956521739
2015,Tustin Unified,8539.463276836159
2015,Twain Harte,26294.531914893618
2015,Twin Hills Union Elementary,28152.992700729927
2015,Twin Ridges Elementary,17081.375
2015,University Charter Middle School at CSU Channel Islands,45150.4375
2015,University Preparation Charter School at CSU Channel Islands,26479.372881355932
2015,Upland Unified,70076.5
2015,Val Verde Unified,7031.395770392749
2015,Valiente College Preparatory Charter,11961.375
2015,Valle Lindo Elementary,62805.81578947369
2015,Valley Center-Pauma Unified,62175.328301886795
2015,Valley Charter Elementary,44842.41176470588
2015,Valley Charter Middle,29673.875
2015,Valley Life Charter,25480.4
2015,Valley Oak Charter,22606.666666666668
2015,Ventura Charter School of Arts and Global Education,29259.552631578947
2015,Ventura Unified,19321.36551724138
2015,Victor Elementary,75139.84210526316
2015,Village Charter,45074
2015,Vista Oaks Charter,39736.795454545456
2015,Vista Unified,52128.22297714639
2015,Voices College-Bound Language Academy,24592.243902439022
2015,Voices College-Bound Language Academy at Morgan Hill,17829.833333333332
2015,Voices College-Bound Language Academy at Mt. Pleasant,14884.916666666666
2015,W.E.B. DuBois Public Charter,27511.4
2015,Walden Academy,28935.53846153846
2015,Wallis Annenberg High,42158.181818181816
2015,Walnut Creek Elementary,65081.41089108911
2015,Walnut Valley Unified,60805.161547212745
2015,Wasco Union Elementary,65258.75138121547
2015,Washington Unified (Fresno),44366.77880184332
2015,West Covina Unified,55436.73253968254
2015,West Side Union Elementary,25312.5
2015,West Sonoma County Union High,37693.82901554404
2015,Western Placer Unified,65599.56097560975
2015,Western Sierra Charter Schools,34306.75
2015,Westminster,45404.080862533694
2015,Westmorland Union Elementary,39127.72222222222
2015,Westside Union Elementary,53323.15921288014
2015,Wheatland Union High,35681.298507462685
2015,Whitmore Union Elementary,9583
2015,Whittier City Elementary,46103.013333333336
2015,Whittier Union High,90115.03859649124
2015,Wilder's Preparatory Academy Charter,28913.48717948718
2015,Wilder's Preparatory Academy Charter Middle,34364.13333333333
2015,Wildflower Open Classroom,18179.65
2015,William S. Hart Union High,58906.003112840466
2015,Willow Creek Academy Charter,41161.45161290323
2015,Willows Unified,34766.59523809524
2015,Windsor Unified,35910.44612068965
2015,Winton,61860.79245283019
2015,Wiseburn Unified,56498.48888888889
2015,Wonderful College Prep Academy,35291.757575757576
2015,Woodlake Unified,29524.86046511628
2015,Woodland Joint Unified,56852.09420289855
2015,Yav Pem Suab Academy - Preparing for the Future Charter,24772
2015,Yosemite Unified,37372.96815286624
2015,Yuba City Unified,60304.82729805014
2015,Yuba County Office of Education,23670.322314049587
2015,Yucaipa-Calimesa Joint Unified,70079.01165501165
2016,ABC Unified,52721.46001719691
2016,Academy for Academic Excellence,49107.88157894737
2016,Accelerated Achievement Academy,27222.571428571428
2016,Adelanto Elementary,71372.21428571429
2016,Alameda County Office of Education,74991.83606557376
2016,Alameda Unified,47412.58106355383
2016,Albany City Unified,44559.39743589744
2016,Alhambra Unified,66560.10385064177
2016,Alpine Union Elementary,40989.862068965514
2016,Alta-Dutch Flat Union Elementary,55235.166666666664
2016,Alview-Dairyland Union Elementary,34394.73529411765
2016,Alvord Unified,65838.75822368421
2016,Anaheim Elementary,62590.60536700869
2016,Anaheim Union High,78893.28741390107
2016,Anderson Union High,30513.535885167465
2016,Antioch Unified,70083.0311804009
2016,APEX Academy,34704.93939393939
2016,Apple Valley Unified,70944.09803921569
2016,Arcadia Unified,57983.69295774648
2016,"Architecture, Construction & Engineering Charter High (ACE)",28339.714285714286
2016,Atascadero Unified,38565.0725
2016,Atwater Elementary,67478.57425742575
2016,Bakersfield City,63573.24840394661
2016,Baldwin Park Unified,66169.6831775701
2016,Ballington Academy for the Arts and Sciences,28210.416666666668
2016,Ballington Academy for the Arts and Sciences - San Bernardino,12368.6
2016,Banning Unified,63010.04954954955
2016,Barstow Unified,65627.03937007874
2016,Bass Lake Joint Union Elementary,33011.920454545456
2016,Bay View Academy,17164.613333333335
2016,Bear Valley Unified,72315.42372881356
2016,Beaumont Unified,45679.187028657616
2016,Berkeley Unified,60265.541420118345
2016,Berryessa Union Elementary,71604.47557840617
2016,Bert Corona Charter,33118.357142857145
2016,Bert Corona Charter High,39124.583333333336
2016,Big Sur Charter,32910.5
2016,Big Sur Unified,32976.9
2016,Biggs Unified,46338.93023255814
2016,Bishop Unified,62849.223140495866
2016,Blochman Union Elementary,44451.53846153846
2016,Bonita Unified,48549.685159500696
2016,Brentwood Union Elementary,58130.78289473684
2016,BRIDGES Charter,23971.545454545456
2016,Briggs Elementary,37376.46808510638
2016,Buena Vista Elementary,28320.347826086956
2016,Burnt Ranch Elementary,37164.25
2016,Butte County Office of Education,39987.989583333336
2016,Cajon Valley Union,53846.01823154056
2016,Camarillo Academy of Progressive Education,37656.48837209302
2016,Camino Nuevo Charter Academy,23047.61797752809
2016,Camino Nuevo Charter Academy #2,33335.09090909091
2016,Camino Nuevo Charter Academy #4,28754.846153846152
2016,Camino Nuevo Charter High,25015.928571428572
2016,Camino Nuevo Elementary #3,21647.97247706422
2016,Camino Nuevo High #2,39239.51282051282
2016,Campbell Union,30356.091803278687
2016,Campbell Union High,38385.736086175944
2016,Camptonville Elementary,14378
2016,Capistrano Unified,72560.38700564971
2016,Cardiff Elementary,32929.16981132075
2016,Carmel Unified,61327.224199288255
2016,Castaic Union,46533.259493670885
2016,Castle Rock Union Elementary,13452.3125
2016,Center Joint Unified,64019.4
2016,Central Elementary,71888
2016,Central Union Elementary,34061.8219895288
2016,Centralia Elementary,65650.45210727969
2016,Chaffey Joint Union High,98102.27582846004
2016,CHAMPS - Charter HS of Arts-Multimedia & Performing,43257.09615384616
2016,Charter Oak Unified,44589.8992443325
2016,Chawanakee Unified,26065.396946564884
